,"SARIMAX(4,1,2)(0,0,0,48) Predictions",VAR(55),AR(55),Test_Sample
2016-12-31 12:00:00,444.9486266194827,505.51674723649506,530.8490938768731,208.0
2016-12-31 12:30:00,477.39343751706326,508.1113778735037,536.3579149632134,211.0
2016-12-31 13:00:00,505.5998644870848,501.651843959118,529.0194006241169,209.0
2016-12-31 13:30:00,507.68792463085776,485.7436162911845,509.32562219913405,200.0
2016-12-31 14:00:00,505.6203478395954,459.16038007397844,478.2552167385801,186.0
2016-12-31 14:30:00,507.66764227505837,422.90838025718057,437.21400701404184,167.0
2016-12-31 15:00:00,505.64043127736676,375.66223951644133,388.1999547154015,143.0
2016-12-31 15:30:00,447.0174092584027,317.3897879957875,333.7571608192466,115.0
2016-12-31 16:00:00,414.71460267157875,251.4270466841072,276.77650560323667,83.0
2016-12-31 16:30:00,356.0523911684663,183.39897447751338,220.41119824534962,51.0
2016-12-31 17:00:00,293.4732163084602,120.96112353315053,167.73298074923105,20.0
2016-12-31 17:30:00,295.40292705592594,70.3726189952196,121.19654803805773,0.0
2016-12-31 18:00:00,20.65558643966071,36.94497036156852,82.45622747106394,0.0
2016-12-31 18:30:00,22.54762297879219,17.386875440063427,52.33066844557048,0.0
2016-12-31 19:00:00,20.674146820746344,6.3038703046512445,30.821635312983815,0.0
2016-12-31 19:30:00,0.0,0.0,17.29268044729305,0.0
2016-12-31 20:00:00,0.0,0.0,10.731191931769057,0.0
2016-12-31 20:30:00,0.0,0.0,9.916751420819718,0.0
2016-12-31 21:00:00,0.0,0.0,13.542661903920976,0.0
2016-12-31 21:30:00,0.0,0.0,20.262402766350064,0.0
2016-12-31 22:00:00,0.0,1.7271323067438917,28.744814560288305,0.0
2016-12-31 22:30:00,0.0,9.134580273103948,37.7351954103957,0.0
2016-12-31 23:00:00,0.0,16.00715678130981,46.101349327651164,0.0
2016-12-31 23:30:00,0.0,20.261383928392323,52.879271671467535,0.0
2017-01-01 00:00:00,142.02234602449903,21.535150434807804,57.337859795440316,0.0
2017-01-01 00:30:00,113.3881170847075,20.58173992339495,59.02274631600838,0.0
2017-01-01 01:00:00,111.72366233086801,17.819586854438032,57.78957576570268,0.0
2017-01-01 01:30:00,113.37178922338984,12.938257942453006,53.82855808141394,0.0
2017-01-01 02:00:00,111.73983002032713,5.593096253742,47.66185778782286,0.0
2017-01-01 02:30:00,0.0,0.0,40.11747004053996,0.0
2017-01-01 03:00:00,0.0,0.0,32.28087545651812,0.0
2017-01-01 03:30:00,0.0,0.0,25.421923992767503,0.0
2017-01-01 04:00:00,0.0,0.0,20.909554393908408,0.0
2017-01-01 04:30:00,0.0,0.0,20.126616045144967,0.0
2017-01-01 05:00:00,0.0,0.0,24.374776644273958,0.0
2017-01-01 05:30:00,0.0,0.0,34.775101295822175,0.0
2017-01-01 06:00:00,142.11657866009514,6.755998337787677,52.166799188291115,0.0
2017-01-01 06:30:00,143.60998216077968,31.488275688279927,77.0070528318967,0.0
2017-01-01 07:00:00,142.13122855389753,66.19165753230855,109.27933973789563,0.0
2017-01-01 07:30:00,143.5954759785734,110.18618636243028,148.43152991985994,0.0
2017-01-01 08:00:00,172.46076574825415,162.98515323233167,193.3558449523545,12.0
2017-01-01 08:30:00,204.21159963197073,219.76447360269293,242.42357158245989,32.0
2017-01-01 09:00:00,233.1051958270744,278.4998246658442,293.57579395820665,52.0
2017-01-01 09:30:00,234.5128276499632,333.9463871051122,344.4632859793634,73.0
2017-01-01 10:00:00,263.43417763733305,383.99078909615673,392.61423229691974,46.0
2017-01-01 10:30:00,295.1295012392841,425.45245199681943,435.6133014401099,81.0
2017-01-01 11:00:00,354.3932364889124,457.1414141220636,471.27069401831375,275.0
2017-01-01 11:30:00,355.7464417706283,478.89655948382654,497.76403077665174,354.0
2017-01-01 12:00:00,384.7216843891806,491.0000762432174,513.7452667746358,200.0
2017-01-01 12:30:00,416.3636440324226,494.06733253414023,518.4111920504025,381.0
2017-01-01 13:00:00,445.36504644046386,488.07036189815193,511.53652172340486,561.0
